weekday;hour;minute;100 kW ≤ P < 200 kW;12 kW ≤ P < 25 kW;25 kW ≤ P < 100 kW;4 kW ≤ P < 12 kW;P < 4 kW;P ≥ 200 kW
4;0;0;0.0024417085081504916;0.0014204685203655927;0.0015759820338048147;0.001671182234826425;0.0007206514689279108;0.00329003903852292
4;1;0;0.002253189129229063;0.0010101667946554867;0.0011649079948879767;0.0007556175441800133;0.0007169144004205898;0.002819339680969457
4;2;0;0.0030559799972218363;0.0008437506591802025;0.0010846354608005965;0.000552275756998667;0.0006244596022672687;0.0032882628647149764
4;3;0;0.002705515088449532;0.0011919870314313838;0.001409283084056917;0.0009249164873515286;0.0014394702749388226;0.0032935161972177164
4;4;0;0.004116507541165076;0.0028037019978795867;0.0030529115105446328;0.0020638922989046223;0.002926431432752045;0.004412413590233858
4;5;0;0.009537186356621409;0.007089321962296362;0.006396121930282271;0.003957387748977831;0.006556112610875434;0.009663020552312749
4;6;0;0.014922537522236998;0.011925472134012263;0.01160495372240268;0.006508792497069167;0.012425612949297787;0.01598697357708534
4;7;0;0.019305954399197314;0.012541168309331295;0.013985222093253688;0.007442515608344754;0.016173541621673504;0.0228611014894354
4;8;0;0.025801821506074536;0.012726071698030509;0.016802340082991314;0.011736117474933562;0.013781304947013259;0.03065764023210832
4;9;0;0.03252738097304428;0.014567153920354913;0.020712917605979965;0.015880796000392116;0.014581679058687649;0.03757972763316669
4;10;0;0.03693985697381283;0.01546505799396748;0.022776633694563543;0.01589511617357996;0.01594356942699778;0.04221648731557676
4;11;0;0.038583663731699365;0.01472852555590732;0.02376978708339655;0.014376418098270635;0.01400014433138486;0.044428116580945386
4;12;0;0.04215708367279724;0.014553430276801642;0.024071772697094023;0.014901165737455651;0.015137680811187467;0.04277787283971742
4;13;0;0.042781118252816365;0.01481058405301874;0.026985085407626022;0.015098605068231043;0.014990630855715179;0.04889085632777532
4;14;0;0.04562868284973114;0.014944948427014161;0.02679026179077111;0.015178057588080166;0.0160393035185319;0.05321356213537726
4;15;0;0.044143440131978816;0.01473052587282264;0.02657400531706847;0.014331285855933195;0.01665062560153994;0.05228050311369287
4;16;0;0.037916487300904;0.013959131473490965;0.02485564215135736;0.012496799946902823;0.0161584196394323;0.04729779456860388
